Date,date,AUSS,id,USDGBP,frequency
Impo--15,Important notes,,8,,
1974-1-15,1974 Q1,,201,,quarterly
1974-4-15,1974 Q2,,202,,quarterly
1974-7-15,1974 Q3,,203,,quarterly
1974-10-15,1974 Q4,,204,,quarterly
1975-1-15,1975 Q1,,205,,quarterly
1975-4-15,1975 Q2,,206,,quarterly
1975-7-15,1975 Q3,,207,,quarterly
1975-10-15,1975 Q4,,208,,quarterly
1976-1-15,1976 Q1,,209,,quarterly
1976-4-15,1976 Q2,,210,,quarterly
1976-7-15,1976 Q3,,211,,quarterly
1976-10-15,1976 Q4,,212,,quarterly
1977-1-15,1977 Q1,,213,,quarterly
1977-4-15,1977 Q2,,214,,quarterly
1977-7-15,1977 Q3,,215,,quarterly
1977-10-15,1977 Q4,,216,,quarterly
1978-1-15,1978 Q1,,217,,quarterly
1978-4-15,1978 Q2,,218,,quarterly
1978-7-15,1978 Q3,,219,,quarterly
1978-10-15,1978 Q4,,220,,quarterly
1979-1-15,1979 Q1,,221,,quarterly
1979-4-15,1979 Q2,,222,,quarterly
1979-7-15,1979 Q3,,223,,quarterly
1979-10-15,1979 Q4,,224,,quarterly
1980-1-15,1980 Q1,,225,,quarterly
1980-4-15,1980 Q2,,226,,quarterly
1980-7-15,1980 Q3,,227,,quarterly
1980-10-15,1980 Q4,,228,,quarterly
1981-1-15,1981 Q1,,229,,quarterly
1981-4-15,1981 Q2,,230,,quarterly
1981-7-15,1981 Q3,,231,,quarterly
1981-10-15,1981 Q4,,232,,quarterly
1982-1-15,1982 Q1,,233,,quarterly
1982-4-15,1982 Q2,,234,,quarterly
1982-7-15,1982 Q3,,235,,quarterly
1982-10-15,1982 Q4,,236,,quarterly
1983-1-15,1983 Q1,,237,,quarterly
1983-4-15,1983 Q2,,238,,quarterly
1983-7-15,1983 Q3,,239,,quarterly
1983-10-15,1983 Q4,,240,,quarterly
1984-1-15,1984 Q1,,241,,quarterly
1984-4-15,1984 Q2,,242,,quarterly
1984-7-15,1984 Q3,,243,,quarterly
1984-10-15,1984 Q4,,244,,quarterly
1985-1-15,1985 Q1,,245,,quarterly
1985-4-15,1985 Q2,,246,,quarterly
1985-7-15,1985 Q3,,247,,quarterly
1985-10-15,1985 Q4,,248,,quarterly
1986-1-15,1986 Q1,,249,,quarterly
1986-4-15,1986 Q2,,250,,quarterly
1986-7-15,1986 Q3,,251,,quarterly
1986-10-15,1986 Q4,,252,,quarterly
1987-1-15,1987 Q1,,253,,quarterly
1987-4-15,1987 Q2,,254,,quarterly
1987-7-15,1987 Q3,,255,,quarterly
1987-10-15,1987 Q4,,256,,quarterly
1988-1-15,1988 Q1,,257,,quarterly
1988-4-15,1988 Q2,,258,,quarterly
1988-7-15,1988 Q3,,259,,quarterly
1988-10-15,1988 Q4,,260,,quarterly
1989-1-15,1989 Q1,,261,,quarterly
1989-4-15,1989 Q2,,262,,quarterly
1989-7-15,1989 Q3,,263,,quarterly
1989-10-15,1989 Q4,,264,,quarterly
1990-1-15,1990 Q1,,265,,quarterly
1990-4-15,1990 Q2,,266,,quarterly
1990-7-15,1990 Q3,,267,,quarterly
1990-10-15,1990 Q4,,268,,quarterly
1991-1-15,1991 Q1,,269,,quarterly
1991-4-15,1991 Q2,,270,,quarterly
1991-7-15,1991 Q3,,271,,quarterly
1991-10-15,1991 Q4,,272,,quarterly
1992-1-15,1992 Q1,,273,,quarterly
1992-4-15,1992 Q2,,274,,quarterly
1992-7-15,1992 Q3,,275,,quarterly
1992-10-15,1992 Q4,,276,,quarterly
1993-1-15,1993 Q1,,277,,quarterly
1993-4-15,1993 Q2,,278,,quarterly
1993-7-15,1993 Q3,,279,,quarterly
1993-10-15,1993 Q4,,280,,quarterly
1994-1-15,1994 Q1,,281,,quarterly
1994-4-15,1994 Q2,,282,,quarterly
1994-7-15,1994 Q3,,283,,quarterly
1994-10-15,1994 Q4,,284,,quarterly
1995-1-15,1995 Q1,,285,,quarterly
1995-4-15,1995 Q2,,286,,quarterly
1995-7-15,1995 Q3,,287,,quarterly
1995-10-15,1995 Q4,,288,,quarterly
1996-1-15,1996 Q1,,289,,quarterly
1996-4-15,1996 Q2,,290,,quarterly
1996-7-15,1996 Q3,,291,,quarterly
1996-10-15,1996 Q4,,292,,quarterly
1997-1-15,1997 Q1,1.6299,293,.61353457,quarterly
1997-4-15,1997 Q2,1.6358,294,.61132169,quarterly
1997-7-15,1997 Q3,1.625,295,.61538464,quarterly
1997-10-15,1997 Q4,1.6605,296,.60222822,quarterly
1998-1-15,1998 Q1,1.646,297,.6075334,quarterly
1998-4-15,1998 Q2,1.6535,298,.60477775,quarterly
1998-7-15,1998 Q3,1.6526,299,.60510713,quarterly
1998-10-15,1998 Q4,1.6759,300,.59669429,quarterly
1999-1-15,1999 Q1,1.6335,301,.61218244,quarterly
1999-4-15,1999 Q2,1.607,302,.62227756,quarterly
1999-7-15,1999 Q3,1.6021,303,.62418073,quarterly
1999-10-15,1999 Q4,1.6306,304,.61327118,quarterly
2000-1-15,2000 Q1,1.6067,305,.62239373,quarterly
2000-4-15,2000 Q2,1.5334,306,.65214556,quarterly
2000-7-15,2000 Q3,1.4784,307,.67640692,quarterly
2000-10-15,2000 Q4,1.4464,308,.69137168,quarterly
2001-1-15,2001 Q1,1.4584,309,.68568295,quarterly
2001-4-15,2001 Q2,1.4208,310,.70382881,quarterly
2001-7-15,2001 Q3,1.438,311,.69541031,quarterly
2001-10-15,2001 Q4,1.4428,312,.69309676,quarterly
2002-1-15,2002 Q1,1.426,313,.7012623,quarterly
2002-4-15,2002 Q2,1.463,314,.68352699,quarterly
2002-7-15,2002 Q3,1.5495,315,.64536947,quarterly
2002-10-15,2002 Q4,1.572,316,.6361323,quarterly
2003-1-15,2003 Q1,1.603,317,.62383032,quarterly
2003-4-15,2003 Q2,1.6194,318,.61751264,quarterly
2003-7-15,2003 Q3,1.6108,319,.62080956,quarterly
2003-10-15,2003 Q4,1.7065,320,.58599472,quarterly
2004-1-15,2004 Q1,1.8391,321,.54374421,quarterly
2004-4-15,2004 Q2,1.8052,322,.55395526,quarterly
2004-7-15,2004 Q3,1.8189,323,.54978281,quarterly
2004-10-15,2004 Q4,1.8648,324,.53625053,quarterly
2005-1-15,2005 Q1,1.8904,325,.5289886,quarterly
2005-4-15,2005 Q2,1.8559,326,.53882211,quarterly
2005-7-15,2005 Q3,1.7844,327,.56041247,quarterly
2005-10-15,2005 Q4,1.7481,328,.57204968,quarterly
2006-1-15,2006 Q1,1.7528,329,.57051575,quarterly
2006-4-15,2006 Q2,1.8272,330,.54728544,quarterly
2006-7-15,2006 Q3,1.8746,331,.53344715,quarterly
2006-10-15,2006 Q4,1.9169,332,.52167565,quarterly
2007-1-15,2007 Q1,1.9546,333,.51161361,quarterly
2007-4-15,2007 Q2,1.987,334,.50327128,quarterly
2007-7-15,2007 Q3,2.0211,335,.49478006,quarterly
2007-10-15,2007 Q4,2.0444,336,.48914108,quarterly
2008-1-15,2008 Q1,1.9789,337,.50533122,quarterly
2008-4-15,2008 Q2,1.9705,338,.50748539,quarterly
2008-7-15,2008 Q3,1.8918,339,.52859712,quarterly
2008-10-15,2008 Q4,1.5699,340,.63698328,quarterly
2009-1-15,2009 Q1,1.4346,341,.69705844,quarterly
2009-4-15,2009 Q2,1.5503,342,.64503646,quarterly
2009-7-15,2009 Q3,1.6411,343,.6093474,quarterly
2009-10-15,2009 Q4,1.6345,344,.61180788,quarterly
2010-1-15,2010 Q1,1.561,345,.64061499,quarterly
2010-4-15,2010 Q2,1.4909,346,.67073578,quarterly
2010-7-15,2010 Q3,1.5512,347,.6446622,quarterly
2010-10-15,2010 Q4,1.5809,348,.63255107,quarterly
2011-1-15,2011 Q1,1.6028,349,.62390816,quarterly
2011-4-15,2011 Q2,1.629,350,.61387354,quarterly
2011-7-15,2011 Q3,1.6092,351,.62142682,quarterly
2011-10-15,2011 Q4,1.5716,352,.63629425,quarterly
2012-1-15,2012 Q1,1.5712,353,.63645619,quarterly
2012-4-15,2012 Q2,1.583,354,.63171196,quarterly
2012-7-15,2012 Q3,1.5808,355,.63259107,quarterly
2012-10-15,2012 Q4,1.6061,356,.62262625,quarterly
2013-1-15,2013 Q1,1.5504,357,.64499485,quarterly
2013-4-15,2013 Q2,1.536,358,.65104169,quarterly
2013-7-15,2013 Q3,1.5515,359,.64453757,quarterly
2013-10-15,2013 Q4,1.6191,360,.61762708,quarterly
2014-1-15,2014 Q1,1.6553,361,.60412008,quarterly
2014-4-15,2014 Q2,1.6831,362,.59414178,quarterly
2014-7-15,2014 Q3,1.6694,363,.59901762,quarterly
2014-10-15,2014 Q4,1.5829,364,.63175184,quarterly
2015-1-15,2015 Q1,1.5145,365,.66028392,quarterly
2015-4-15,2015 Q2,1.5335,366,.65210301,quarterly
2015-7-15,2015 Q3,1.549,367,.64557779,quarterly
2015-10-15,2015 Q4,1.5171,368,.65915233,quarterly
2016-1-15,2016 Q1,1.4308,369,.6989097,quarterly
2016-4-15,2016 Q2,1.4346,370,.69705844,quarterly
2016-7-15,2016 Q3,1.3128,371,.76173067,quarterly
2016-10-15,2016 Q4,1.2416,372,.80541235,quarterly
2017-1-15,2017 Q1,1.2396,373,.80671185,quarterly
2017-4-15,2017 Q2,1.2799,374,.78131104,quarterly
2017-7-15,2017 Q3,1.3091,375,.76388359,quarterly
2017-10-15,2017 Q4,1.3273,376,.75340915,quarterly
2018-1-15,2018 Q1,1.3921,377,.7183392,quarterly
2018-4-15,2018 Q2,1.361,378,.73475385,quarterly
2018-7-15,2018 Q3,1.3037,379,.76704764,quarterly
2018-10-15,2018 Q4,1.2858,380,.77772593,quarterly
2019-1-15,2019 Q1,1.3026,381,.76769537,quarterly
2019-4-15,2019 Q2,1.2852,382,.77808899,quarterly
2019-7-15,2019 Q3,1.233,383,.81103003,quarterly
2019-10-15,2019 Q4,1.287,384,.77700078,quarterly
2020-1-15,2020 Q1,1.2797,385,.78143317,quarterly
2020-4-15,2020 Q2,1.2412,386,.80567193,quarterly
2020-7-15,2020 Q3,1.2924,387,.77375424,quarterly
2020-10-15,2020 Q4,1.3208,388,.75711691,quarterly
1963-1-15,1963 JAN,,389,,monthly
1963-2-15,1963 FEB,,390,,monthly
1963-3-15,1963 MAR,,391,,monthly
1963-4-15,1963 APR,,392,,monthly
1963-5-15,1963 MAY,,393,,monthly
1963-6-15,1963 JUN,,394,,monthly
1963-7-15,1963 JUL,,395,,monthly
1963-8-15,1963 AUG,,396,,monthly
1963-9-15,1963 SEP,,397,,monthly
1963-10-15,1963 OCT,,398,,monthly
1963-11-15,1963 NOV,,399,,monthly
1963-12-15,1963 DEC,,400,,monthly
1964-1-15,1964 JAN,,401,,monthly
1964-2-15,1964 FEB,,402,,monthly
1964-3-15,1964 MAR,,403,,monthly
1964-4-15,1964 APR,,404,,monthly
1964-5-15,1964 MAY,,405,,monthly
1964-6-15,1964 JUN,,406,,monthly
1964-7-15,1964 JUL,,407,,monthly
1964-8-15,1964 AUG,,408,,monthly
1964-9-15,1964 SEP,,409,,monthly
1964-10-15,1964 OCT,,410,,monthly
1964-11-15,1964 NOV,,411,,monthly
1964-12-15,1964 DEC,,412,,monthly
1965-1-15,1965 JAN,,413,,monthly
1965-2-15,1965 FEB,,414,,monthly
1965-3-15,1965 MAR,,415,,monthly
1965-4-15,1965 APR,,416,,monthly
1965-5-15,1965 MAY,,417,,monthly
1965-6-15,1965 JUN,,418,,monthly
1965-7-15,1965 JUL,,419,,monthly
1965-8-15,1965 AUG,,420,,monthly
1965-9-15,1965 SEP,,421,,monthly
1965-10-15,1965 OCT,,422,,monthly
1965-11-15,1965 NOV,,423,,monthly
1965-12-15,1965 DEC,,424,,monthly
1966-1-15,1966 JAN,,425,,monthly
1966-2-15,1966 FEB,,426,,monthly
1966-3-15,1966 MAR,,427,,monthly
1966-4-15,1966 APR,,428,,monthly
1966-5-15,1966 MAY,,429,,monthly
1966-6-15,1966 JUN,,430,,monthly
1966-7-15,1966 JUL,,431,,monthly
1966-8-15,1966 AUG,,432,,monthly
