date,Date,CDID,Value,Value_s,series,frequency
2016 DEC,2016-12-15,D7G7,1.6,1.6,CPI,monthly
2016 DEC,2016-12-15,L55O,1.8,1.8,CPIH,monthly
2016 FEB,2016-2-15,CZBH,1.3,1.3,RPI,monthly
2016 FEB,2016-2-15,D7G7,.3,.3,CPI,monthly
2016 FEB,2016-2-15,L55O,.6,.6,CPIH,monthly
2016 JAN,2016-1-15,CZBH,1.3,1.3,RPI,monthly
2016 JAN,2016-1-15,D7G7,.3,.3,CPI,monthly
2016 JAN,2016-1-15,L55O,.6,.6,CPIH,monthly
2016 JUL,2016-7-15,CZBH,1.9,1.9,RPI,monthly
2016 JUL,2016-7-15,D7G7,.6,.6,CPI,monthly
2016 JUL,2016-7-15,L55O,.9,.9,CPIH,monthly
2016 JUN,2016-6-15,CZBH,1.6,1.6,RPI,monthly
2016 JUN,2016-6-15,D7G7,.5,.5,CPI,monthly
2016 JUN,2016-6-15,L55O,.8,.8,CPIH,monthly
2016 MAR,2016-3-15,CZBH,1.6,1.6,RPI,monthly
2016 MAR,2016-3-15,D7G7,.5,.5,CPI,monthly
2016 MAR,2016-3-15,L55O,.8,.8,CPIH,monthly
2016 MAY,2016-5-15,CZBH,1.4,1.4,RPI,monthly
2016 MAY,2016-5-15,D7G7,.3,.3,CPI,monthly
2016 MAY,2016-5-15,L55O,.7,.7,CPIH,monthly
2016 NOV,2016-11-15,CZBH,2.2,2.2,RPI,monthly
2016 NOV,2016-11-15,D7G7,1.2,1.2,CPI,monthly
2016 NOV,2016-11-15,L55O,1.5,1.5,CPIH,monthly
2016 OCT,2016-10-15,CZBH,2,2,RPI,monthly
2016 OCT,2016-10-15,D7G7,.9,.9,CPI,monthly
2016 OCT,2016-10-15,L55O,1.3,1.3,CPIH,monthly
2016 Q1,2016-1-15,CZBH,1.4,1.4,RPI,quarterly
2016 Q1,2016-1-15,D7G7,.3,.3,CPI,quarterly
2016 Q1,2016-1-15,L55O,.7,.7,CPIH,quarterly
2016 Q2,2016-4-15,CZBH,1.4,1.4,RPI,quarterly
2016 Q2,2016-4-15,D7G7,.4,.4,CPI,quarterly
2016 Q2,2016-4-15,L55O,.7,.7,CPIH,quarterly
2016 Q3,2016-7-15,CZBH,1.9,1.9,RPI,quarterly
2016 Q3,2016-7-15,D7G7,.7,.7,CPI,quarterly
2016 Q3,2016-7-15,L55O,1,1,CPIH,quarterly
2016 Q4,2016-10-15,CZBH,2.2,2.2,RPI,quarterly
2016 Q4,2016-10-15,D7G7,1.2,1.2,CPI,quarterly
2016 Q4,2016-10-15,L55O,1.5,1.5,CPIH,quarterly
2016 SEP,2016-9-15,CZBH,2,2,RPI,monthly
2016 SEP,2016-9-15,D7G7,1,1,CPI,monthly
2016 SEP,2016-9-15,L55O,1.3,1.3,CPIH,monthly
2017,2017,CZBH,3.6,3.6,RPI,annual
2017,2017,D7G7,2.7,2.7,CPI,annual
2017,2017,L55O,2.6,2.6,CPIH,annual
2017 APR,2017-4-15,CZBH,3.5,3.5,RPI,monthly
2017 APR,2017-4-15,D7G7,2.7,2.7,CPI,monthly
2017 APR,2017-4-15,L55O,2.6,2.6,CPIH,monthly
2017 AUG,2017-8-15,CZBH,3.9,3.9,RPI,monthly
2017 AUG,2017-8-15,D7G7,2.9,2.9,CPI,monthly
2017 AUG,2017-8-15,L55O,2.7,2.7,CPIH,monthly
2017 DEC,2017-12-15,CZBH,4.1,4.1,RPI,monthly
2017 DEC,2017-12-15,D7G7,3,3,CPI,monthly
2017 DEC,2017-12-15,L55O,2.7,2.7,CPIH,monthly
2017 FEB,2017-2-15,CZBH,3.2,3.2,RPI,monthly
2017 FEB,2017-2-15,D7G7,2.3,2.3,CPI,monthly
2017 FEB,2017-2-15,L55O,2.3,2.3,CPIH,monthly
2017 JAN,2017-1-15,CZBH,2.6,2.6,RPI,monthly
2017 JAN,2017-1-15,D7G7,1.8,1.8,CPI,monthly
2017 JAN,2017-1-15,L55O,1.9,1.9,CPIH,monthly
2017 JUL,2017-7-15,CZBH,3.6,3.6,RPI,monthly
2017 JUL,2017-7-15,D7G7,2.6,2.6,CPI,monthly
2017 JUL,2017-7-15,L55O,2.6,2.6,CPIH,monthly
2017 JUN,2017-6-15,CZBH,3.5,3.5,RPI,monthly
2017 JUN,2017-6-15,D7G7,2.6,2.6,CPI,monthly
2017 JUN,2017-6-15,L55O,2.6,2.6,CPIH,monthly
2017 MAR,2017-3-15,CZBH,3.1,3.1,RPI,monthly
2017 MAR,2017-3-15,D7G7,2.3,2.3,CPI,monthly
2017 MAR,2017-3-15,L55O,2.3,2.3,CPIH,monthly
2017 MAY,2017-5-15,CZBH,3.7,3.7,RPI,monthly
2017 MAY,2017-5-15,D7G7,2.9,2.9,CPI,monthly
2017 MAY,2017-5-15,L55O,2.7,2.7,CPIH,monthly
2017 NOV,2017-11-15,CZBH,3.9,3.9,RPI,monthly
2017 NOV,2017-11-15,D7G7,3.1,3.1,CPI,monthly
2017 NOV,2017-11-15,L55O,2.8,2.8,CPIH,monthly
2017 OCT,2017-10-15,CZBH,4,4,RPI,monthly
2017 OCT,2017-10-15,D7G7,3,3,CPI,monthly
2017 OCT,2017-10-15,L55O,2.8,2.8,CPIH,monthly
2017 Q1,2017-1-15,CZBH,3,3,RPI,quarterly
2017 Q1,2017-1-15,D7G7,2.1,2.1,CPI,quarterly
2017 Q1,2017-1-15,L55O,2.2,2.2,CPIH,quarterly
2017 Q2,2017-4-15,CZBH,3.5,3.5,RPI,quarterly
2017 Q2,2017-4-15,D7G7,2.7,2.7,CPI,quarterly
2017 Q2,2017-4-15,L55O,2.6,2.6,CPIH,quarterly
2017 Q3,2017-7-15,CZBH,3.8,3.8,RPI,quarterly
2017 Q3,2017-7-15,D7G7,2.8,2.8,CPI,quarterly
2017 Q3,2017-7-15,L55O,2.7,2.7,CPIH,quarterly
2017 Q4,2017-10-15,CZBH,4,4,RPI,quarterly
2017 Q4,2017-10-15,D7G7,3,3,CPI,quarterly
2017 Q4,2017-10-15,L55O,2.8,2.8,CPIH,quarterly
2017 SEP,2017-9-15,CZBH,3.9,3.9,RPI,monthly
2017 SEP,2017-9-15,D7G7,3,3,CPI,monthly
2017 SEP,2017-9-15,L55O,2.8,2.8,CPIH,monthly
2018,2018,CZBH,3.3,3.3,RPI,annual
2018,2018,D7G7,2.5,2.5,CPI,annual
2018,2018,L55O,2.3,2.3,CPIH,annual
2018 APR,2018-4-15,CZBH,3.4,3.4,RPI,monthly
2018 APR,2018-4-15,D7G7,2.4,2.4,CPI,monthly
2018 APR,2018-4-15,L55O,2.2,2.2,CPIH,monthly
2018 AUG,2018-8-15,CZBH,3.5,3.5,RPI,monthly
2018 AUG,2018-8-15,D7G7,2.7,2.7,CPI,monthly
2018 AUG,2018-8-15,L55O,2.4,2.4,CPIH,monthly
2018 DEC,2018-12-15,CZBH,2.7,2.7,RPI,monthly
2018 DEC,2018-12-15,D7G7,2.1,2.1,CPI,monthly
2018 DEC,2018-12-15,L55O,2,2,CPIH,monthly
2018 FEB,2018-2-15,CZBH,3.6,3.6,RPI,monthly
2018 FEB,2018-2-15,D7G7,2.7,2.7,CPI,monthly
2018 FEB,2018-2-15,L55O,2.5,2.5,CPIH,monthly
2018 JAN,2018-1-15,CZBH,4,4,RPI,monthly
2018 JAN,2018-1-15,D7G7,3,3,CPI,monthly
2018 JAN,2018-1-15,L55O,2.7,2.7,CPIH,monthly
2018 JUL,2018-7-15,CZBH,3.2,3.2,RPI,monthly
2018 JUL,2018-7-15,D7G7,2.5,2.5,CPI,monthly
2018 JUL,2018-7-15,L55O,2.3,2.3,CPIH,monthly
2018 JUN,2018-6-15,CZBH,3.4,3.4,RPI,monthly
2018 JUN,2018-6-15,D7G7,2.4,2.4,CPI,monthly
2018 JUN,2018-6-15,L55O,2.3,2.3,CPIH,monthly
2018 MAR,2018-3-15,CZBH,3.3,3.3,RPI,monthly
2018 MAR,2018-3-15,D7G7,2.5,2.5,CPI,monthly
2018 MAR,2018-3-15,L55O,2.3,2.3,CPIH,monthly
2018 MAY,2018-5-15,CZBH,3.3,3.3,RPI,monthly
2018 MAY,2018-5-15,D7G7,2.4,2.4,CPI,monthly
2018 MAY,2018-5-15,L55O,2.3,2.3,CPIH,monthly
2018 NOV,2018-11-15,CZBH,3.2,3.2,RPI,monthly
2018 NOV,2018-11-15,D7G7,2.3,2.3,CPI,monthly
2018 NOV,2018-11-15,L55O,2.2,2.2,CPIH,monthly
2018 OCT,2018-10-15,CZBH,3.3,3.3,RPI,monthly
2018 OCT,2018-10-15,D7G7,2.4,2.4,CPI,monthly
2018 OCT,2018-10-15,L55O,2.2,2.2,CPIH,monthly
2018 Q1,2018-1-15,CZBH,3.7,3.7,RPI,quarterly
2018 Q1,2018-1-15,D7G7,2.7,2.7,CPI,quarterly
2018 Q1,2018-1-15,L55O,2.5,2.5,CPIH,quarterly
2018 Q2,2018-4-15,CZBH,3.4,3.4,RPI,quarterly
2018 Q2,2018-4-15,D7G7,2.4,2.4,CPI,quarterly
2018 Q2,2018-4-15,L55O,2.2,2.2,CPIH,quarterly
2018 Q3,2018-7-15,CZBH,3.3,3.3,RPI,quarterly
2018 Q3,2018-7-15,D7G7,2.5,2.5,CPI,quarterly
2018 Q3,2018-7-15,L55O,2.3,2.3,CPIH,quarterly
2018 Q4,2018-10-15,CZBH,3.1,3.1,RPI,quarterly
2018 Q4,2018-10-15,D7G7,2.3,2.3,CPI,quarterly
2018 Q4,2018-10-15,L55O,2.1,2.1,CPIH,quarterly
2018 SEP,2018-9-15,CZBH,3.3,3.3,RPI,monthly
2018 SEP,2018-9-15,D7G7,2.4,2.4,CPI,monthly
2018 SEP,2018-9-15,L55O,2.2,2.2,CPIH,monthly
2019,2019,CZBH,2.6,2.6,RPI,annual
2019,2019,D7G7,1.8,1.8,CPI,annual
2019,2019,L55O,1.7,1.7,CPIH,annual
2019 APR,2019-4-15,CZBH,3,3,RPI,monthly
2019 APR,2019-4-15,D7G7,2.1,2.1,CPI,monthly
2019 APR,2019-4-15,L55O,2,2,CPIH,monthly
2019 AUG,2019-8-15,CZBH,2.6,2.6,RPI,monthly
2019 AUG,2019-8-15,D7G7,1.7,1.7,CPI,monthly
2019 AUG,2019-8-15,L55O,1.7,1.7,CPIH,monthly
2019 DEC,2019-12-15,CZBH,2.2,2.2,RPI,monthly
2019 DEC,2019-12-15,D7G7,1.3,1.3,CPI,monthly
2019 DEC,2019-12-15,L55O,1.4,1.4,CPIH,monthly
2019 FEB,2019-2-15,CZBH,2.5,2.5,RPI,monthly
2019 FEB,2019-2-15,D7G7,1.9,1.9,CPI,monthly
2019 FEB,2019-2-15,L55O,1.8,1.8,CPIH,monthly
2019 JAN,2019-1-15,CZBH,2.5,2.5,RPI,monthly
2019 JAN,2019-1-15,D7G7,1.8,1.8,CPI,monthly
2019 JAN,2019-1-15,L55O,1.8,1.8,CPIH,monthly
2019 JUL,2019-7-15,CZBH,2.8,2.8,RPI,monthly
2019 JUL,2019-7-15,D7G7,2.1,2.1,CPI,monthly
2019 JUL,2019-7-15,L55O,2,2,CPIH,monthly
2019 JUN,2019-6-15,CZBH,2.9,2.9,RPI,monthly
2019 JUN,2019-6-15,D7G7,2,2,CPI,monthly
2019 JUN,2019-6-15,L55O,1.9,1.9,CPIH,monthly
2019 MAR,2019-3-15,CZBH,2.4,2.4,RPI,monthly
2019 MAR,2019-3-15,D7G7,1.9,1.9,CPI,monthly
2019 MAR,2019-3-15,L55O,1.8,1.8,CPIH,monthly
2019 MAY,2019-5-15,CZBH,3,3,RPI,monthly
2019 MAY,2019-5-15,D7G7,2,2,CPI,monthly
2019 MAY,2019-5-15,L55O,1.9,1.9,CPIH,monthly
2019 NOV,2019-11-15,CZBH,2.2,2.2,RPI,monthly
2019 NOV,2019-11-15,D7G7,1.5,1.5,CPI,monthly
2019 NOV,2019-11-15,L55O,1.5,1.5,CPIH,monthly
2019 OCT,2019-10-15,CZBH,2.1,2.1,RPI,monthly
2019 OCT,2019-10-15,D7G7,1.5,1.5,CPI,monthly
2019 OCT,2019-10-15,L55O,1.5,1.5,CPIH,monthly
2019 Q1,2019-1-15,CZBH,2.5,2.5,RPI,quarterly
2019 Q1,2019-1-15,D7G7,1.9,1.9,CPI,quarterly
2019 Q1,2019-1-15,L55O,1.8,1.8,CPIH,quarterly
2019 Q2,2019-4-15,CZBH,3,3,RPI,quarterly
2019 Q2,2019-4-15,D7G7,2,2,CPI,quarterly
2019 Q2,2019-4-15,L55O,2,2,CPIH,quarterly
2019 Q3,2019-7-15,CZBH,2.6,2.6,RPI,quarterly
2019 Q3,2019-7-15,D7G7,1.8,1.8,CPI,quarterly
2019 Q3,2019-7-15,L55O,1.8,1.8,CPIH,quarterly
2019 Q4,2019-10-15,CZBH,2.2,2.2,RPI,quarterly
2019 Q4,2019-10-15,D7G7,1.4,1.4,CPI,quarterly
2019 Q4,2019-10-15,L55O,1.4,1.4,CPIH,quarterly
2019 SEP,2019-9-15,CZBH,2.4,2.4,RPI,monthly
2019 SEP,2019-9-15,D7G7,1.7,1.7,CPI,monthly
2019 SEP,2019-9-15,L55O,1.7,1.7,CPIH,monthly
2020,2020,CZBH,1.5,1.5,RPI,annual
2020,2020,D7G7,.9,.9,CPI,annual
2020,2020,L55O,1,1,CPIH,annual
2020 APR,2020-4-15,CZBH,1.5,1.5,RPI,monthly
2020 APR,2020-4-15,D7G7,.8,.8,CPI,monthly
2020 APR,2020-4-15,L55O,.9,.9,CPIH,monthly
2020 AUG,2020-8-15,CZBH,.5,.5,RPI,monthly
2020 AUG,2020-8-15,D7G7,.2,.2,CPI,monthly
2020 AUG,2020-8-15,L55O,.5,.5,CPIH,monthly
2020 DEC,2020-12-15,CZBH,1.2,1.2,RPI,monthly
2020 DEC,2020-12-15,D7G7,.6,.6,CPI,monthly
2020 DEC,2020-12-15,L55O,.8,.8,CPIH,monthly
2020 FEB,2020-2-15,CZBH,2.5,2.5,RPI,monthly
2020 FEB,2020-2-15,D7G7,1.7,1.7,CPI,monthly
2020 FEB,2020-2-15,L55O,1.7,1.7,CPIH,monthly
2020 JAN,2020-1-15,CZBH,2.7,2.7,RPI,monthly
2020 JAN,2020-1-15,D7G7,1.8,1.8,CPI,monthly
2020 JAN,2020-1-15,L55O,1.8,1.8,CPIH,monthly
2020 JUL,2020-7-15,CZBH,1.6,1.6,RPI,monthly
2020 JUL,2020-7-15,D7G7,1,1,CPI,monthly
2020 JUL,2020-7-15,L55O,1.1,1.1,CPIH,monthly
2020 JUN,2020-6-15,CZBH,1.1,1.1,RPI,monthly
2020 JUN,2020-6-15,D7G7,.6,.6,CPI,monthly
2020 JUN,2020-6-15,L55O,.8,.8,CPIH,monthly
2020 MAR,2020-3-15,CZBH,2.6,2.6,RPI,monthly
2020 MAR,2020-3-15,D7G7,1.5,1.5,CPI,monthly
2020 MAR,2020-3-15,L55O,1.5,1.5,CPIH,monthly
2020 MAY,2020-5-15,CZBH,1,1,RPI,monthly
2020 MAY,2020-5-15,D7G7,.5,.5,CPI,monthly
2020 MAY,2020-5-15,L55O,.7,.7,CPIH,monthly
2020 NOV,2020-11-15,CZBH,.9,.9,RPI,monthly
2020 NOV,2020-11-15,D7G7,.3,.3,CPI,monthly
2020 NOV,2020-11-15,L55O,.6,.6,CPIH,monthly
2020 OCT,2020-10-15,CZBH,1.3,1.3,RPI,monthly
2020 OCT,2020-10-15,D7G7,.7,.7,CPI,monthly
2020 OCT,2020-10-15,L55O,.9,.9,CPIH,monthly
2020 Q1,2020-1-15,CZBH,2.6,2.6,RPI,quarterly
2020 Q1,2020-1-15,D7G7,1.7,1.7,CPI,quarterly
2020 Q1,2020-1-15,L55O,1.7,1.7,CPIH,quarterly
2020 Q2,2020-4-15,CZBH,1.2,1.2,RPI,quarterly
2020 Q2,2020-4-15,D7G7,.6,.6,CPI,quarterly
2020 Q2,2020-4-15,L55O,.8,.8,CPIH,quarterly
2020 Q3,2020-7-15,CZBH,1.1,1.1,RPI,quarterly
2020 Q3,2020-7-15,D7G7,.6,.6,CPI,quarterly
2020 Q3,2020-7-15,L55O,.8,.8,CPIH,quarterly
2020 Q4,2020-10-15,CZBH,1.1,1.1,RPI,quarterly
2020 Q4,2020-10-15,D7G7,.5,.5,CPI,quarterly
2020 Q4,2020-10-15,L55O,.8,.8,CPIH,quarterly
2020 SEP,2020-9-15,CZBH,1.1,1.1,RPI,monthly
2020 SEP,2020-9-15,D7G7,.5,.5,CPI,monthly
2020 SEP,2020-9-15,L55O,.7,.7,CPIH,monthly
2021 JAN,2021-1-15,CZBH,1.4,1.4,RPI,monthly
2021 JAN,2021-1-15,D7G7,.7,.7,CPI,monthly
2021 JAN,2021-1-15,L55O,.9,.9,CPIH,monthly
